# Source,Target,Weight,Type
# Note that I deleted the type field (these are all chemical)
ADFL , SMDVL         ,1
ADFR , ADFR          ,1
ADFR , ASHR          ,6
ADFR , AWAR          ,1
ADFR , AWBR          ,4
ADFR , AWCR          ,1
ADFR , AFDR          ,1
ADFR , OLQVR         ,1
ADFR , BAGL          ,6
ADFR , URXR          ,10
ADFR , URYVR         ,2
ADFR , AUAR          ,9
ADFR , AIYR          ,2
ADFR , AIZR          ,37
ADFR , ADAR          ,4
ADFR , RIAR          ,61
ADFR , RIGR          ,24
ADFR , RIH           ,2
ADFR , RIR           ,7
ADFR , AVHL          ,1
ADFR , PVPR          ,1
ADFR , SMBDR         ,2
ADFR , SMBVR         ,19
ADLL , ASEL          ,1
ADLL , ASER          ,12
ADLL , ASGL          ,2
ADLL , ASHL          ,6
ADLL , AWAL          ,1
ADLL , AWBL          ,3
ADLL , AWCL          ,2
ADLL , OLQVL         ,2
ADLL , AIAL          ,19
ADLL , AIBL          ,26
ADLL , ADAL          ,1
ADLL , ALA           ,5
ADLL , RIAL          ,1
ADLL , RIGL          ,1
ADLL , RIR           ,1
ADLL , RIPL          ,3
ADLL , AVJL          ,3
ADLL , AVJR          ,9
ADLL , AVAL          ,9
ADLL , AVAR          ,5
ADLL , AVBL          ,12
ADLL , AVDL          ,4
ADLL , AVDR          ,15
ADLL , SMBVL         ,5
ADLR , ADLR          ,3
ADLR , ASER          ,2
ADLR , ASHR          ,4
ADLR , AWCR          ,7
ADLR , OLQVR         ,1
ADLR , OLLR          ,1
ADLR , CEPVR         ,1
ADLR , URXR          ,8
ADLR , AIAR          ,22
ADLR , AIBR          ,27
ADLR , ADAR          ,1
ADLR , RICL          ,1
ADLR , RICR          ,5
ADLR , RIFR          ,2
ADLR , URBR          ,6
ADLR , RIPR          ,2
ADLR , AVJL          ,2
ADLR , AVJR          ,3
ADLR , PVCL          ,3
ADLR , AVAR          ,8
ADLR , AVBL          ,3
ADLR , AVBR          ,7
ADLR , AVDL          ,26
ADLR , AVDR          ,3
ADLR , SIBVL         ,2
ADLR , SMBVR         ,5
ASEL , ADFR          ,1
ASEL , ASER          ,2
ASEL , ASJL          ,1
ASEL , AWBL          ,1
ASEL , AWCL          ,16
ASEL , AWCR          ,11
ASEL , AFDR          ,3
ASEL , IL2R          ,1
ASEL , OLLR          ,1
ASEL , AIAL          ,6
ASEL , AIBL          ,16
ASEL , AIBR          ,13
ASEL , AIYL          ,32
ASEL , AIYR          ,21
ASEL , AIZL          ,1
ASEL , RIAR          ,2
ASEL , RIR           ,1
ASER , ADLL          ,4
ASER , ADLR          ,1
ASER , ASEL          ,3
ASER , ASHR          ,2
ASER , ASKL          ,1
ASER , AWAR          ,1
ASER , AWCL          ,1
ASER , AWCR          ,1
ASER , AFDL          ,2
ASER , AFDR          ,3
ASER , AIAL          ,8
ASER , AIAR          ,4
ASER , AIBL          ,4
ASER , AIBR          ,32
ASER , AIYL          ,9
ASER , AIYR          ,38
ASER , AIZL          ,1
ASGL , ASKL          ,2
ASGL , AIAL          ,46
ASGL , AIBL          ,17
ASGL , AINR          ,2
ASGR , ASER          ,3
ASGR , AIAR          ,51
ASGR , AIBR          ,20
ASGR , AIYR          ,1
ASGR , RIFR          ,14
ASHL , ADFL          ,6
ASHL , ADLL          ,6
ASHL , ASKL          ,1
ASHL , URXL          ,2
ASHL , AIAL          ,24
ASHL , AIBL          ,13
ASHL , AIZL          ,3
ASHL , ADAL          ,2
ASHL , RIAL          ,9
ASHL , RIR           ,4
ASHL , RIPL          ,4
ASHL , AVFL          ,2
ASHL , AVHR          ,2
ASHL , AVAL          ,15
ASHL , AVAR          ,1
ASHL , AVBL          ,14
ASHL , AVDL          ,7
ASHL , AVDR          ,20
ASHL , RIML          ,4
ASHL , HSNL          ,2
ASHR , ADFR          ,3
ASHR , ADLR          ,13
ASHR , ASHR          ,2
ASHR , AWAR          ,1
ASHR , AWBL          ,1
ASHR , AIAR          ,28
ASHR , AIBR          ,7
ASHR , ADAR          ,5
ASHR , RIAR          ,3
ASHR , RMGR          ,6
ASHR , AVHL          ,1
ASHR , PVPR          ,1
ASHR , PVCL          ,3
ASHR , AVAR          ,10
ASHR , AVBR          ,6
ASHR , AVDL          ,27
ASHR , AVDR          ,2
ASHR , AVER          ,7
ASHR , SMBVR         ,7
ASHR , HSNL          ,4
ASHR , HSNR          ,5
ASIL , ADFL          ,1
ASIL , ASER          ,8
ASIL , ASGL          ,3
ASIL , ASKL          ,3
ASIL , AWAR          ,2
ASIL , AWCL          ,3
ASIL , AWCR          ,4
ASIL , CEPVR         ,1
ASIL , AIAL          ,2
ASIL , AIBL          ,3
ASIL , AIYL          ,3
ASIL , AIYR          ,2
ASIL , AIZL          ,1
ASIL , RIAL          ,3
ASIL , RIBL          ,1
ASIL , RMFL          ,1
ASIL , SAAVL         ,2
ASIR , ADLR          ,1
ASIR , ASEL          ,2
ASIR , ASER          ,2
ASIR , ASGR          ,3
ASIR , ASHR          ,2
ASIR , AWAR          ,1
ASIR , AWCL          ,2
ASIR , AWCR          ,5
ASIR , CEPVR         ,1
ASIR , AIAL          ,1
ASIR , AIAR          ,4
ASIR , AIBR          ,3
ASJL , ASJR          ,1
ASJL , ASKL          ,12
ASJL , ASKR          ,1
ASJL , CEPDL         ,1
ASJL , ALA           ,3
ASJL , PVQL          ,34
ASJL , HSNL          ,1
ASJL , HSNR          ,1
ASJR , ASKR          ,12
ASJR , PVQR          ,19
ASJR , HSNR          ,1
ASKL , ASER          ,4
ASKL , ASJL          ,1
ASKL , AIAL          ,29
ASKL , AIBL          ,9
ASKL , AIML          ,5
ASKR , ADLR          ,3
ASKR , ASER          ,1
ASKR , ASGR          ,1
ASKR , AWAR          ,2
ASKR , CEPVR         ,2
ASKR , AIAL          ,1
ASKR , AIAR          ,35
ASKR , AIBR          ,2
ASKR , AIMR          ,5
ASKR , ALA           ,1
ASKR , RIFR          ,1
ASKR , HSNL          ,1
AWAL , ASEL          ,7
AWAL , ASGL          ,1
AWAL , ASHL          ,2
AWAL , AWBL          ,9
AWAL , AFDL          ,7
AWAL , AIYL          ,3
AWAL , AIZL          ,23
AWAL , ADAL          ,2
AWAR , ADFR          ,9
AWAR , ASER          ,5
AWAR , ASGR          ,1
AWAR , ASIL          ,2
AWAR , AWBR          ,3
AWAR , AFDR          ,23
AWAR , AUAR          ,1
AWAR , AIAR          ,3
AWAR , AIYR          ,8
AWAR , AIZR          ,25
AWAR , RIFR          ,5
AWAR , RIGR          ,6
AWAR , RIR           ,2
AWBL , ADFL          ,25
AWBL , ASEL          ,1
AWBL , ASHL          ,2
AWBL , AWAL          ,2
AWBL , AWCL          ,1
AWBL , AIAL          ,4
AWBL , AIBR          ,1
AWBL , AIYL          ,1
AWBL , AIZL          ,15
AWBL , RIAL          ,10
AWBL , RIGL          ,2
AWBL , AVHR          ,2
AWBL , AVBL          ,2
AWBL , SMBDL         ,2
AWBL , SMBVL         ,3
AWBL , HSNL          ,1
AWBR , ADFR          ,7
AWBR , ASER          ,1
AWBR , ASGR          ,1
AWBR , ASHR          ,2
AWBR , OLQVR         ,1
AWBR , URYVR         ,1
AWBR , AIYR          ,1
AWBR , AIZR          ,8
AWBR , AIMR          ,1
AWBR , RIAR          ,3
AWBR , RIFR          ,1
AWBR , RIR           ,7
AWBR , AVBR          ,2
AWBR , HSNL          ,2
AWBR , HSNR          ,2
AWCL , ASER          ,1
AWCL , ASGR          ,1
AWCL , ASIL          ,1
AWCL , AWCR          ,11
AWCL , AFDL          ,2
AWCL , AIAL          ,2
AWCL , AIAR          ,4
AWCL , AIBL          ,12
AWCL , AIBR          ,2
AWCL , AIYL          ,22
AWCL , AIZL          ,1
AWCL , RIAL          ,6
AWCL , AVAL          ,1
AWCL , SMDVL         ,1
AWCR , ADFR          ,1
AWCR , ASEL          ,8
AWCR , ASER          ,5
AWCR , ASGR          ,3
AWCR , ASHR          ,1
AWCR , ASIL          ,2
AWCR , ASIR          ,2
AWCR , AWCL          ,17
AWCR , IL2L          ,2
AWCR , AIAL          ,1
AWCR , AIAR          ,8
AWCR , AIBL          ,3
AWCR , AIBR          ,18
AWCR , AIYL          ,12
AWCR , AIYR          ,22
AWCR , RIAL          ,3
AWCR , RIVL          ,3
AFDL , ASEL          ,1
AFDL , ASER          ,1
AFDL , AWBL          ,4
AFDL , AFDL          ,1
AFDL , AIBL          ,1
AFDL , AIYL          ,25
AFDL , AINR          ,3
AFDR , ASEL          ,1
AFDR , ASER          ,4
AFDR , AFDL          ,1
AFDR , AIYR          ,29
IL1DL , IL2DL         ,1
IL1DL , RIPL          ,11
IL1DL , RMDDR         ,3
IL1DL , RMDVL         ,3
IL1DL , RMEL          ,1
IL1DL , URADL         ,10
IL1DL , SIBDL         ,3
IL1DL , dBWML1        ,11
IL1DL , dBWML2        ,4
IL1DL , dBWML3        ,5
IL1DL , dBWML6        ,9
IL1DL , dBWMR7        ,2
IL1DR , IL1DR         ,1
IL1DR , IL1R          ,2
IL1DR , IL2DR         ,5
IL1DR , OLLR          ,1
IL1DR , URYDR         ,2
IL1DR , RIPR          ,28
IL1DR , PVR           ,5
IL1DR , RMDDL         ,11
IL1DR , RMDVR         ,32
IL1DR , URADR         ,8
IL1DR , dBWMR1        ,14
IL1DR , dBWMR2        ,6
IL1DR , dBWMR3        ,12
IL1L , IL2L          ,1
IL1L , OLLL          ,1
IL1L , RMGL          ,1
IL1L , URBL          ,1
IL1L , AVER          ,5
IL1L , RMDDL         ,20
IL1L , RMDL          ,3
IL1L , RMDR          ,9
IL1L , RMDVL         ,22
IL1L , RMDVR         ,5
IL1L , RMER          ,4
IL1L , URAVL         ,4
IL1L , dBWML3        ,16
IL1L , dBWML4        ,15
IL1L , dBWML5        ,7
IL1L , vBWML1        ,20
IL1L , vBWML2        ,6
IL1L , vBWML4        ,4
IL1R , OLLR          ,1
IL1R , URXR          ,1
IL1R , AVEL          ,2
IL1R , AVER          ,5
IL1R , RMDDL         ,8
IL1R , RMDDR         ,12
IL1R , RMDL          ,11
IL1R , RMDR          ,4
IL1R , RMDVL         ,8
IL1R , RMDVR         ,17
IL1R , RMEL          ,5
IL1R , RMHL          ,3
IL1R , dBWMR3        ,16
IL1R , dBWMR4        ,3
IL1R , dBWMR5        ,13
IL1R , vBWMR4        ,19
IL1VL , IL1L          ,3
IL1VL , IL1VL         ,5
IL1VL , OLQVL         ,2
IL1VL , URYVL         ,4
IL1VL , RIPL          ,13
IL1VL , AVL           ,1
IL1VL , RMDDL         ,30
IL1VL , RMDVR         ,3
IL1VL , RMHL          ,1
IL1VL , URAVL         ,4
IL1VL , vBWML1        ,15
IL1VL , vBWML2        ,18
IL1VR , IL1R          ,4
IL1VR , IL2VR         ,2
IL1VR , OLQVR         ,5
IL1VR , OLLR          ,1
IL1VR , RIPR          ,16
IL1VR , RMDDR         ,40
IL1VR , RMDVL         ,5
IL1VR , URAVR         ,4
IL1VR , vBWMR2        ,16
IL1VR , vBWMR4        ,24
IL2DL , IL1DL         ,17
IL2DL , IL2DL         ,2
IL2DL , OLQDL         ,2
IL2DL , AUAL          ,2
IL2DL , RIBL          ,1
IL2DL , RIH           ,2
IL2DL , RIPL          ,28
IL2DL , AVBR          ,2
IL2DL , RMED          ,2
IL2DL , RMEL          ,11
IL2DL , RMER          ,8
IL2DL , RMEV          ,1
IL2DL , RMHL          ,1
IL2DL , URADL         ,8
IL2DR , IL1DR         ,28
IL2DR , OLQDR         ,2
IL2DR , CEPDR         ,2
IL2DR , RICL          ,1
IL2DR , RICR          ,2
IL2DR , RIPL          ,1
IL2DR , RIPR          ,43
IL2DR , RMED          ,3
IL2DR , RMEL          ,12
IL2DR , RMER          ,11
IL2DR , RMEV          ,5
IL2DR , URADR         ,5
IL2L , IL1L          ,6
IL2L , OLQDL         ,20
IL2L , OLQVL         ,19
IL2L , URXL          ,3
IL2L , ADEL          ,6
IL2L , RICL          ,1
IL2L , RIH           ,25
IL2L , AVEL          ,2
IL2L , RMDL          ,5
IL2L , RMDR          ,3
IL2L , RMER          ,10
IL2L , RMEV          ,5
IL2L , URAVL         ,2
IL2R , IL1R          ,2
IL2R , OLQDR         ,10
IL2R , OLQVR         ,26
IL2R , OLLR          ,5
IL2R , URXR          ,1
IL2R , ADER          ,5
IL2R , RIH           ,19
IL2R , RMGR          ,1
IL2R , URBR          ,3
IL2R , AVER          ,2
IL2R , RMDL          ,3
IL2R , RMEL          ,5
IL2R , RMEV          ,2
IL2R , URADR         ,2
IL2R , URAVR         ,1
IL2VL , IL1VL         ,27
IL2VL , IL2L          ,1
IL2VL , OLQVL         ,6
IL2VL , BAGR          ,1
IL2VL , RIAL          ,4
IL2VL , RIH           ,5
IL2VL , RIPL          ,36
IL2VL , DVC           ,1
IL2VL , RMEL          ,7
IL2VL , RMER          ,6
IL2VL , RMEV          ,2
IL2VL , URAVL         ,7
IL2VR , ADLR          ,1
IL2VR , IL1VR         ,29
IL2VR , OLQVR         ,9
IL2VR , URXR          ,1
IL2VR , RIAR          ,2
IL2VR , RIH           ,5
IL2VR , RIPR          ,43
IL2VR , AVAL          ,1
IL2VR , RMED          ,2
IL2VR , RMEL          ,8
IL2VR , RMER          ,17
IL2VR , RMEV          ,15
IL2VR , URAVR         ,16
IL2VR , SIADR         ,1
OLQDL , CEPDL         ,3
OLQDL , URYDL         ,3
OLQDL , RICR          ,6
OLQDL , RIH           ,3
OLQDL , RMDDL         ,1
OLQDL , RMDDR         ,10
OLQDL , RMED          ,1
OLQDL , RMEL          ,2
OLQDL , RMHL          ,1
OLQDL , SIBDL         ,9
OLQDL , dBWML6        ,1
OLQDR , IL1DR         ,1
OLQDR , RICL          ,2
OLQDR , RICR          ,2
OLQDR , RIH           ,2
OLQDR , RMDDL         ,11
OLQDR , RMER          ,1
OLQDR , RMHR          ,3
OLQDR , SIBDR         ,6
OLQVL , IL2L          ,1
OLQVL , RICL          ,4
OLQVL , AVAL          ,1
OLQVL , AVDR          ,1
OLQVL , RMDVR         ,14
OLQVL , RMHL          ,2
OLQVL , SIBVL         ,13
OLQVR , IL1VR         ,2
OLQVR , RIAR          ,10
OLQVR , RICR          ,3
OLQVR , RIH           ,18
OLQVR , RIPR          ,18
OLQVR , RMDVL         ,18
OLQVR , RMER          ,2
OLQVR , RMHR          ,1
OLQVR , SIBVR         ,18
OLLL , IL1VL         ,3
OLLL , OLLL          ,4
OLLL , CEPDL         ,5
OLLL , CEPVL         ,14
OLLL , URYDL         ,2
OLLL , URYVL         ,1
OLLL , RIBL          ,24
OLLL , AVER          ,53
OLLL , RMDDL         ,22
OLLL , RMDL          ,6
OLLL , RMDVL         ,3
OLLL , RMEL          ,5
OLLL , SMDDL         ,8
OLLL , SMDDR         ,9
OLLL , SMDVR         ,10
OLLR , IL1DR         ,1
OLLR , IL1VR         ,2
OLLR , IL2R          ,1
OLLR , OLQDR         ,1
OLLR , OLLR          ,4
OLLR , CEPDR         ,4
OLLR , CEPVR         ,16
OLLR , URYVL         ,3
OLLR , ADER          ,2
OLLR , RIBR          ,21
OLLR , RIS           ,2
OLLR , AVEL          ,39
OLLR , RMDDR         ,26
OLLR , RMDL          ,9
OLLR , RMDR          ,2
OLLR , RMDVR         ,6
OLLR , RMED          ,1
OLLR , RMER          ,3
OLLR , SMDDL         ,3
OLLR , SMDDR         ,1
OLLR , SMDVL         ,11
OLLR , SMDVR         ,4
CEPDL , AFDL          ,2
CEPDL , IL1DL         ,18
CEPDL , IL2DL         ,1
CEPDL , OLQDL         ,27
CEPDL , OLLL          ,8
CEPDL , CEPDR         ,1
CEPDL , ALML          ,2
CEPDL , URYDL         ,7
CEPDL , AINL          ,2
CEPDL , RIBL          ,3
CEPDL , RICL          ,11
CEPDL , RICR          ,8
CEPDL , RIH           ,1
CEPDL , RIS           ,3
CEPDL , RMGL          ,6
CEPDL , URBL          ,11
CEPDL , RIPL          ,8
CEPDL , AVER          ,13
CEPDL , RMDVL         ,13
CEPDL , RMHL          ,1
CEPDL , RMHR          ,8
CEPDL , URADL         ,8
CEPDL , SIADR         ,4
CEPDL , SIBDL         ,2
CEPDL , SIBVR         ,2
CEPDL , SMBDR         ,5
CEPDL , dBWML5        ,2
CEPDR , IL1DR         ,15
CEPDR , IL1R          ,1
CEPDR , OLQDR         ,20
CEPDR , OLLR          ,13
CEPDR , CEPDR         ,6
CEPDR , BDUR          ,5
CEPDR , URXR          ,2
CEPDR , URYDR         ,3
CEPDR , RICL          ,13
CEPDR , RICR          ,19
CEPDR , RIFR          ,2
CEPDR , RIH           ,4
CEPDR , RMGR          ,1
CEPDR , URBR          ,14
CEPDR , AVEL          ,9
CEPDR , RMDR          ,1
CEPDR , RMDVR         ,3
CEPDR , RMHL          ,7
CEPDR , RMHR          ,1
CEPDR , URADR         ,3
CEPDR , SIBDR         ,1
CEPDR , SMBDL         ,1
CEPDR , dBWMR3        ,5
CEPDR , dBWMR5        ,2
CEPVL , IL1VL         ,9
CEPVL , OLQVL         ,19
CEPVL , OLLL          ,4
CEPVL , URXL          ,2
CEPVL , URYVL         ,5
CEPVL , RIAL          ,1
CEPVL , RIBL          ,3
CEPVL , RICL          ,20
CEPVL , RICR          ,17
CEPVL , RMGL          ,2
CEPVL , RIPL          ,4
CEPVL , PVR           ,3
CEPVL , AVER          ,5
CEPVL , RMDDL         ,7
CEPVL , RMDVR         ,8
CEPVL , RMHL          ,10
CEPVL , RMHR          ,5
CEPVL , URAVL         ,6
CEPVL , SIAVL         ,6
CEPVL , SMBVL         ,1
CEPVL , SMDVR         ,1
CEPVL , vBWML5        ,1
CEPVL , vBWML7        ,2
CEPVR , ADLR          ,3
CEPVR , ASGR          ,2
CEPVR , IL1VR         ,8
CEPVR , IL2VR         ,3
CEPVR , OLQVR         ,11
CEPVR , OLLR          ,14
CEPVR , CEPDR         ,1
CEPVR , URYVR         ,2
CEPVR , RIAL          ,1
CEPVR , RIAR          ,1
CEPVR , RICL          ,13
CEPVR , RICR          ,12
CEPVR , RIPR          ,3
CEPVR , AVEL          ,13
CEPVR , RMDDR         ,4
CEPVR , RMHR          ,15
CEPVR , RIVL          ,2
CEPVR , URAVR         ,3
CEPVR , SIAVR         ,7
CEPVR , SMBVR         ,2
CEPVR , SMDDR         ,2
CEPVR , vBWMR3        ,1
CEPVR , vBWMR5        ,2
CEPVR , vBWMR8        ,2
ALML , CEPDL         ,2
ALML , CEPVL         ,3
ALML , ALML          ,1
ALML , BDUL          ,15
ALML , SDQL          ,2
ALML , AIML          ,1
ALML , RICL          ,2
ALML , RICR          ,3
ALML , RIFL          ,2
ALML , RMGL          ,3
ALML , PVCL          ,11
ALML , PVCR          ,4
ALML , AVDR          ,3
ALML , AVEL          ,3
ALML , RMDDR         ,1
ALML , SMBDR         ,2
ALMR , CEPDR         ,1
ALMR , CEPVR         ,3
ALMR , BDUR          ,14
ALMR , URBR          ,1
ALMR , PVCR          ,10
ALMR , RMDDL         ,1
ALMR , SIADL         ,1
ALMR , SMDDL         ,1
AVM , BDUL          ,3
AVM , BDUR          ,5
AVM , ADER          ,4
AVM , AVHL          ,3
AVM , AVJR          ,1
AVM , AVKL          ,1
AVM , PVNL          ,4
AVM , PVNR          ,3
AVM , PVR           ,6
AVM , RID           ,2
AVM , PVCL          ,10
AVM , PVCR          ,17
AVM , AVBL          ,13
AVM , AVBR          ,9
AVM , AVDL          ,1
AVM , AVDR          ,1
AVM , SIBVL         ,4
AVM , DA01          ,2
AVM , VA02          ,1
AVM , VB03          ,1
PVM , AVM           ,2
PVM , AVKL          ,15
PVM , DVA           ,3
PVM , PVR           ,3
PVM , PVCL          ,1
PVM , PVCR          ,2
PVM , vBWMR10       ,2
ALNL , RIAL          ,1
ALNL , RMGL          ,1
ALNL , RMDDR         ,1
ALNL , RMHL          ,1
ALNL , SAAVL         ,8
ALNL , SIADR         ,1
ALNL , SMBDR         ,7
ALNL , SMDVL         ,1
ALNR , IL2DR         ,7
ALNR , ADER          ,1
ALNR , AVAL          ,6
ALNR , RIML          ,5
ALNR , SAAVR         ,3
ALNR , SMBDL         ,4
ALNR , SMDDR         ,1
ALNR , SMDVL         ,2
PLNL , RMDVL         ,1
PLNL , SAADR         ,8
PLNL , SAAVL         ,1
PLNL , SIAVL         ,10
PLNL , SMBVL         ,10
PLNL , SMBVR         ,13
PLNL , SMDVR         ,2
PLNR , SAADL         ,5
PLNR , SIAVR         ,10
PLNR , SMBVL         ,7
PLNR , SMBVR         ,10
PLNR , SMDVL         ,2
FLPL , FLPR          ,2
FLPL , ADEL          ,22
FLPL , ADER          ,3
FLPL , AIBL          ,3
FLPL , AIBR          ,3
FLPL , RIS           ,1
FLPL , DVA           ,1
FLPL , PVCR          ,6
FLPL , AVAL          ,33
FLPL , AVAR          ,48
FLPL , AVBL          ,22
FLPL , AVBR          ,22
FLPL , AVDL          ,30
FLPL , AVDR          ,34
FLPL , DD01          ,6
FLPL , VA01          ,5
FLPR , FLPL          ,14
FLPR , ADER          ,6
FLPR , ADAL          ,1
FLPR , ADAR          ,1
FLPR , AVJL          ,2
FLPR , AVJR          ,2
FLPR , DVA           ,6
FLPR , PVCL          ,2
FLPR , AVAL          ,23
FLPR , AVAR          ,10
FLPR , AVBL          ,30
FLPR , AVBR          ,11
FLPR , AVDL          ,25
FLPR , AVDR          ,8
FLPR , AVEL          ,21
FLPR , AVER          ,7
FLPR , VB01          ,1
BDUL , ALML          ,1
BDUL , ADEL          ,6
BDUL , ADAL          ,2
BDUL , RIFL          ,2
BDUL , RMGL          ,3
BDUL , AVHL          ,2
BDUL , AVJR          ,2
BDUL , PVNL          ,2
BDUL , PVNR          ,4
BDUL , URADL         ,3
BDUL , SAADL         ,3
BDUL , dBWML5        ,3
BDUL , HSNL          ,3
BDUR , CEPVR         ,1
BDUR , ALMR          ,4
BDUR , SDQL          ,2
BDUR , ADER          ,4
BDUR , AVHL          ,2
BDUR , AVJL          ,5
BDUR , PVNL          ,11
BDUR , PVNR          ,5
BDUR , PVCL          ,3
BDUR , AVAL          ,7
BDUR , AVBR          ,1
BDUR , URADR         ,3
BDUR , dBWMR6        ,1
BDUR , HSNR          ,8
SDQL , ALML          ,1
SDQL , FLPL          ,2
SDQL , AIBR          ,2
SDQL , RICR          ,3
